,Token_id,Two categories,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Trait_count,Ear,Neck,Headgear,Face,Special
241,241,F,Silver Ponytail,Dress Shirt,Dark Blue,Frown,,Human,Lightning,8,Skull Ear Cuffs,,Cat Beanie,,
242,242,F,Maroon Half Bun,Black Qipao,Red,Frown,,Human,Ruby,6,,,,,
243,243,F,Brown Blonde Flowy,Hoodie,Dark Purple,Smile,Zanbato,Human,Closed,10,Sunflower,Choker,,Sleep Mask,
244,244,M,Green Half Bun,White Hoodie,Off White B,Meh,Hook Sword,Human,Pensive,7,,,,,
245,245,M,Silver Spiky,Light Kimono,Off White D,Meh,,Human,Focused,7,,,Red Panda Beanie,,
246,246,M,Silver Swept Back,Hoshi Jacket,Off White D,Closed,Golden Monk Staff,Human,Indifferent,7,,,,,
247,247,M,Brown Disheveled,Shinto Robe,Off White C,Grass,,Human,Closed,9,,Chill Headphones,Broken Straw Hat,Ji Eyeband,
248,248,M,Brown Long,Black Blazer,Off White C,Grass,,Human,Determined,7,,Chain,,,
249,249,F,Teal Bob,Hoodie,Red,Laughing,Fan,Human,Joyful,8,,Choker,,,
250,250,F,Magenta Pigtails,Pink Oversized Kimono,Red,Smile,,Human,Ruby,8,,Chill Headphones,,,Sakura
251,251,F,Brown Half Bun,Black Qipao,Dark Purple,Smile,,Human,Hopeful,7,,,Distressed Beanie,,
252,252,F,Magenta Pigtails,Cat T-Shirt,Off White D,Toothpick,Bean Juice,Human,Ruby,8,,,,Blue Sunglasses,
253,253,M,Blonde Messy,Black Kimono,Off White C,Gaiter,Earth,Human,Focused,8,,,,Blue Sunglasses,
254,254,F,Blue Bob,Blue Floral Kimono,Off White A,Grin,Lantern,Human,Closed,8,,,Ayaigasa,,
255,255,F,Blue Nightshade Half Bun,Plated Samurai Armor,Off White B,Frown,,Human,Concerned,7,,Beads,,,
256,256,F,Green Ponytail,Vest,Off White D,Smile,Talisman,Human,Hopeful,9,,,Cowboy Hat,Red Fang Face Paint,
257,257,F,Pink Pixie,Camo Hoodie,Off White B,Frown,Kanabo,Human,Joyful,7,,,,,
258,258,M,Teal Messy,White Blazer,Off White C,Smoking,Banner,Human,Closed,8,,,,Eye Patch,
259,259,M,Silver Swept Back,Vest,Off White C,Stubble,Banner,Blue,Suspicious,7,,,,,
260,260,F,Blue Hairband,Hoshi Jacket,Off White D,Closed,Boombox,Human,Hopeful,8,,,Cowboy Hat,,
261,261,M,Teal Messy,Blue Kimono,Off White A,Pout,,Human,Red,7,,,Backwards Cap,,
262,262,M,Indigo Swept Back,Suit with Turtleneck,Off White D,Growl,Guitar,Human,Careless,9,Ethereum,,Backwards Cap,,
263,263,F,Silver Hairband,Red Ninja Top,Off White D,Smile,Leather Katana,Blue,Striking,7,,,,,
264,264,F,Green Ombre Flowy,Blue Bikini,Off White C,Smirk,,Human,Concerned,8,Ethereum,,Frog Mask,,
265,265,M,Buzzcut,Sloth Kigurumi,Dark Blue,Smoking,,Human,Closed,7,,,,Eye Patch,
266,266,M,Silver Dreadlocks,White Layered Yukata,Red,Face Mask,Floorsweeper,Human,Closed,9,,Zen Headphones,,Seer Eyeband,
267,267,F,Silver Bangs,Golden Frog Kigurumi,Dark Purple,Closed,Leather Katana,Red,Calm,8,,,,Round Blue Sunglasses,
268,268,M,Brown Samurai,Green Yukata,Off White D,Closed,Leather Katana,Human,Suspicious,7,,,,,
269,269,M,Purple Dreadlocks,White Hoodie,Off White C,Chuckle,Zanbato,Human,Determined,7,,,,,
270,270,F,Brown Bangs,Blue Qipao,Red,Scroll,Sakura Katana,Human,Ruby,7,,,,,
271,271,F,Teal Bun,Fur Hoodie,Off White C,Smile,Guitar,Human,Daydreaming,8,Ear Cuffs,,,,
272,272,F,Pink Pixie,Light Kimono,Cool Gray,Closed,Zanbato,Human,Striking,9,Sloth,,,,Fireflies
273,273,M,Maroon Half Bun,Maroon Yukata,Off White A,Smirk,Banner,Human,Bored,7,,,,,
274,274,F,Dreadlocks,Fur Hoodie,Off White A,Lipstick,Bat,Human,Determined,8,,,,Round Purple Sunglasses,
275,275,M,Indigo Long,Black Blazer,Dark Purple,Closed,,Human,Focused,8,,Chain,Pointy Straw Hat,,
276,276,M,Blonde Long,Brown Yukata,Off White D,Bubble Gum,Bat,Human,Tired,7,,,,,
277,277,M,Indigo Fluffy,Green Yukata,Off White D,Stubble,Lantern,Human,Determined,7,,,,,
278,278,M,Teal Long,Kung Fu Shirt,Red,Pout,Coin,Human,Suspicious,9,Red Panda,,Red Panda Mask,,
279,279,F,Magenta Pigtails,Cat T-Shirt,Off White C,Surprised,Skateboard,Human,Determined,9,,,Pointy Straw Hat,Red Bandana,
280,280,M,Maroon Short Spiky,Blue Kimono,Red,Scroll,Shinai,Red,Closed,11,Red Spiked Ring,Beads,Ayaigasa,Red Stripes Face Paint,
281,281,F,Purple Pigtails,Cat Kimono,Off White B,Lipstick,,Human,Determined,8,,Koi Tattoo,Cat Headband,,
282,282,F,Maroon Bob,Blue Bikini,Off White C,Laughing,,Human,Closed,6,,,,,
283,283,F,Brown Half Bun,Blue Bomber,Off White C,Smirk,Kanabo,Human,Daydreaming,8,,,,Black Glasses,
284,284,M,Powder Blue Swept Back,Blue Kimono,Dark Blue,420,Fishing Rod,Human,Bored,7,,,,,
285,285,M,Green Spiky,Red Panda Kigurumi,Dark Blue,Toothpick,,Human,Curious,7,,,,Reading Glasses,
286,286,F,Pink Hairband,Red Floral Kimono,Dark Purple,Laughing,Gloves,Human,Amethyst,9,,,,Blue Sunglasses,Butterfly
287,287,F,Maroon Bun,Rain Jacket,Off White A,Grin,Leather Katana,Human,Striking,7,,,,,
288,288,M,Orange Samurai,White Blazer,Off White A,Grass,,Human,Focused,6,,,,,
289,289,M,Green Teal Long,Hoodie with Bag,Off White D,Meh,Bat,Human,Determined,8,,,IKZ Baseball Cap,,
290,290,F,Blonde Bun,Black Qipao,Off White B,Lipstick,,Human,Concerned,6,,,,,
291,291,M,Purple Spiky,Dress Shirt,Off White A,Not Bad,,Human,Meditating,6,,,,,
292,292,F,Teal Hairband,Sloth Hoodie,Off White C,Smirk,Leather Katana,Human,Relaxed,8,,,Distressed Beanie,,
293,293,F,Magenta Flowy,Black Qipao,Dark Purple,Smile,,Human,Relaxed,6,,,,,
294,294,F,Blue Bob,Alpine Jacket,Red,Laughing,Earth,Human,Closed,8,,,,Kabuki Facepaint,
295,295,F,Pink Pixie,Red Panda Hoodie,Off White D,Relaxed,Coin,Human,Hopeful,9,Pearl,,Yellow Kanzashi,,
296,296,F,Silver Bun,Camo Tech Jacket,Red,Frown,Fireball,Human,Determined,9,,,,Red Stripes Face Paint,Fire
297,297,F,Green Ombre Bangs,Bumblebee Jacket,Off White B,Chewing,Hand Wrap,Blue,Concerned,8,,,Horns,,
298,298,F,Orange Pixie,Yellow Bikini,Off White D,Tongue Out,,Human,White,8,Sakura,,,,Smoke
299,299,M,Blue Short Spiky,Tank Top,Off White D,Face Mask,Golden Katana,Human,Glowing,8,,,Cat Headband,,
300,300,F,Indigo Bangs,Blue Qipao,Off White B,Tongue Out,Hand Wrap,Human,Hopeful,8,,,,Lipstick Kiss,
301,301,M,Brown Spiky,Cloud Poncho,Off White D,Meh,Banner,Human,Chill,7,,,,,
302,302,F,Blue Hairband,Dress Shirt,Off White A,Tactical Knife,Katana,Human,Calm,7,,,,,
303,303,F,Blonde Hairband,Frog Hoodie,Off White D,Closed,Coin,Human,Calm,7,,,,,
304,304,M,Maroon Fluffy,Matsuri Happi,Red,Gaiter,Umbrella,Red,Red,9,Red Spiked Ring,,,Red Fang Face Paint,
305,305,F,Blue Bob,Tank Top with Jacket,Off White D,Scroll,Floorsweeper,Human,Joyful,8,,Golden Headphones,,,
306,306,F,Teal Bun,Hoshi Jacket,Off White A,Smirk,Banner,Human,Calm,8,,,Yellow Kanzashi,,
307,307,M,Silver Long,Green Yukata,Red,Closed,Shuriken,Human,Chill,8,,Chill Headphones,,,
308,308,F,Spirit Goddess,Turquoise Kimono,Off White D,Grin,Banner,Spirit,Striking,8,Wu,,,,
309,309,F,Silver Hairband,Tank Top,Off White D,Smirk,Lantern,Human,Closed,8,,,,Heart Eye Patch,
310,310,M,Green Teal Long,Kimono with Straw Hat,Off White B,Closed,Leather Katana,Human,Pierced Eyebrow,8,,,Azuki Cap,,
311,311,F,Purple Half Bun,Blue Qipao,Red,Smile,Shinai,Human,Relaxed,7,,,,,
312,312,M,Brown Spiky,Suikan,Off White D,Bubble Gum,Fishing Rod,Human,Careless,7,,,,,
313,313,F,Maroon Ponytail,Light Armor,Off White A,Closed,,Red,Closed,7,,,,Bandaid,
314,314,M,Brown Samurai,Red Kimono,Off White A,Closed,,Human,Closed,8,,Chain,,Eye Patch,
315,315,F,Violet Flowy,Turquoise Kimono,Off White A,Grass,Shuriken,Human,Concerned,7,,,,,
316,316,F,Powder Blue Pigtails,Red Panda Kimono,Off White A,420,Banner,Human,Daydreaming,8,,,Horns,,
317,317,M,Blonde Messy,Brown Yukata,Off White D,Growl,,Human,Focused,8,,Chill Headphones,,Red Stripes Face Paint,
318,318,F,Black Bangs,Light Kimono,Off White C,Relaxed,Hook Sword,Human,Closed,9,,,Cat Headband,Red Fang Face Paint,
319,319,F,Teal Hairband,Blue Floral Kimono,Off White A,Wheat Straw,,Human,Determined,6,,,,,
320,320,F,Purple Bun,Black Bomber,Off White B,Chewing,,Human,Closed,8,Wireless Earbuds,,,Seer Eyeband,
321,321,M,Silver Long,Light Kimono,Off White A,Grass,Bat,Red,Indifferent,7,,,,,
322,322,M,Powder Blue Swept Back,Cat Yukata,Off White B,Growl,Hook Sword,Human,Suspicious,9,,Zen Headphones,Cat Baseball Cap,,
323,323,M,Blue Spiky,Black Blazer,Off White B,Stubble,,Human,Careless,8,,Chain,,Reading Glasses,
324,324,M,Silver Spiky,Hawaiian Shirt,Off White D,Not Bad,Coin,Human,Curious,9,Ear Cuffs,,Cat Baseball Cap,,
325,325,M,Maroon Short Spiky,Shinto Robe,Red,Toothpick,Fireball,Human,Closed,8,,,,Ji Eyeband,
326,326,M,Buzzcut,Alpine Jacket,Off White C,Pout,,Human,Pierced Eyebrow,7,,,Red Panda Baseball Cap,,
327,327,M,Blonde Swept Back,Hoshi Jacket,Off White D,Chuckle,,Human,Pensive,6,,,,,
328,328,F,Black Pigtails,Beige Poncho,Off White B,Smile,,Human,Striking,7,,,Cat Headband,,
329,329,M,Silver Swept Back,Black Kimono,Red,420,Fan,Blue,Suspicious,10,,Golden Headphones,Sandogasa,Blue Sunglasses,
330,330,M,Black Disheveled,Kung Fu Shirt,Off White D,Closed,Fan,Human,Chill,7,,,,,
331,331,M,Maroon Disheveled,Light Kimono,Off White D,Chuckle,Coin,Human,Suspicious,8,,,IKZ Baseball Cap,,
332,332,F,Violet Flowy,Red Floral Kimono,Off White D,Smile,Blue Bean,Human,Closed,9,,,Backwards Cap,Sleep Mask,
333,333,M,Indigo Swept Back,Green Yukata,Off White D,Pout,Hook Sword,Human,Indifferent,10,Ear Cuffs,Chill Headphones,,Round Blue Sunglasses,
334,334,M,Orange Short Spiky,Kimono with Straw Hat,Off White B,Growl,,Human,Careless,8,Yin Yang,,Backwards Cap,,
335,335,M,Maroon Half Bun,Shinto Robe,Off White A,Relaxed,Lantern,Human,Closed,8,,,,Sleep Mask,
336,336,F,Maroon Bob,Camo Tech Jacket,Dark Blue,Grass,,Human,Amethyst,6,,,,,
337,337,F,Teal Hairband,Dress Shirt,Off White A,Smoking,,Human,Relaxed,6,,,,,
338,338,M,Brown Disheveled,Azuki Track Jacket,Red,Long Stubble,,Human,Chill,7,,,Horns,,
339,339,M,Green Samurai,Maroon Yukata,Red,Growl,Lantern,Human,Closed,8,,,,Eye Patch,
340,340,M,Green Half Bun,Black T-Shirt,Off White A,Smoking,Hand Seal,Human,Suspicious,7,,,,,
341,341,F,Blue Bob,Turquoise Kimono,Off White D,Grass,,Human,Concerned,7,,,,Eye Scar,
342,342,M,Blue Short Spiky,White T-Shirt,Cool Gray,Long Stubble,Fan,Human,Curious,9,,Chill Headphones,Newsboy Cap,,
343,343,M,Indigo Messy,Kimono with Jacket,Off White D,Relaxed,,Human,White,8,,,,Red Stripes Face Paint,Smoke
344,344,M,Spirit Fluffy,Kimono with Jacket,Dark Blue,Meh,,Spirit,White,7,Small Hoop,,,,
345,345,M,Buzzcut,Light Kimono,Off White A,Chuckle,Hook Sword,Red,Meditating,9,Sword,,,Round Blue Sunglasses,
346,346,F,Purple Pigtails,Blue Kimono with Bow,Off White B,Laughing,,Human,White,8,Yellow Fan,Towel,,,
347,347,F,Brown Flowy,Sloth Hoodie,Red,Chewing,Sakura Katana,Human,Determined,7,,,,,
348,348,F,Brown Ponytail,Blue Bomber,Off White C,Lipstick,Bat,Human,Closed,8,,,,Seer Eyeband,
349,349,M,Purple Spiky,Matsuri Happi,Off White C,Stubble,,Human,Determined,7,Wireless Earbuds,,,,
350,350,M,Black Pink Long,Dress Shirt,Off White A,Relaxed,Monk Staff,Human,Chill,9,,,Distressed Beanie,Red Stripes Face Paint,
351,351,F,Pink Flowy,Black Oversized Kimono,Off White D,Laughing,Bean Juice,Human,Amethyst,8,,Chill Headphones,,,
352,352,F,Teal Bangs,Light Armor,Off White B,Relaxed,Bokken,Human,Closed,9,,,Azuki Cap,Sleep Mask,
353,353,M,Blonde Long,Red Panda Yukata,Off White D,Sleep Bubble,Bat,Human,Closed,9,,Zen Headphones,Red Panda Headband,,
354,354,F,Black Pigtails,Azuki Sweater,Off White D,Grin,Sakura Katana,Human,Hopeful,7,,,,,
355,355,F,Indigo Pixie,Tank Top,Off White C,Whistling,Floorsweeper,Human,Joyful,8,Pearl,,,,
356,356,F,Blonde Bun,Frog T-Shirt,Off White C,Lipstick,Monk Staff,Human,Ruby,10,Dragon,Tribal Tattoo,Distressed Beanie,,
357,357,F,Dreadlocks,Black Ninja Top,Off White D,Smile,Bean Juice,Human,Calm,9,,,Horns,,Fire
358,358,F,Silver Half Bun,Azuki Track Jacket,Cool Gray,Meh,Fishing Rod,Blue,Chill,9,,,,Red Fang Face Paint,Fireflies
359,359,F,Orange Pixie,Black Qipao,Off White A,Wheat Straw,Leather Katana,Human,Daydreaming,7,,,,,
360,360,F,Brown Flowy,Red Hoodie,Dark Blue,Chewing,,Human,Glowing,6,,,,,
361,361,M,Magenta Long,Blue Bomber,Off White C,Meh,Bokken,Human,Meditating,7,,,,,
362,362,F,Black Bangs,Camo Hoodie,Off White B,Tongue Out,Leather Katana,Human,Amethyst,7,,,,,
363,363,F,Blonde Pixie,Red Ninja Top,Cool Gray,Sleep Bubble,,Human,Closed,8,,,Sloth Baseball Cap,Sleep Mask,
364,364,M,Orange Swept Back,Red Perfecto Jacket,Dark Purple,Chuckle,Fan,Human,Curious,8,Red Spiked Ring,,,,
365,365,M,Long Dreadlocks,Matsuri Happi,Off White D,Smirk,,Human,Meditating,7,,,Sloth Headband,,
366,366,M,Brown Long,Blue Kimono,Off White A,Face Mask,Sakura Katana,Human,Closed,8,,,Frog Beanie,,
367,367,F,Green Ombre Bangs,Blue Bikini,Dark Purple,Smile,Fishing Rod,Red,Relaxed,9,,,Purple Kanzashi,,Butterfly
368,368,F,Blue Bun,Dress Shirt,Off White D,Relaxed,Fishing Rod,Human,Joyful,9,Blue Cylinder,,Full Bandana,,
369,369,F,Pink Pixie,Turquoise Kimono,Red,Chewing,Coin,Human,Concerned,8,Pearl,,,,
370,370,F,Maroon Bob,Dress Shirt,Off White C,Sleep Bubble,Bat,Human,Closed,7,,,,,
371,371,M,Long Dreadlocks,White Yukata,Off White C,Meh,Hand Wrap,Human,Closed,8,,,,Eye Patch,
372,372,F,Indigo Pixie,Cat T-Shirt,Off White D,Grin,Gloves,Human,Hopeful,7,,,,,
373,373,F,Indigo Ponytail,Vest,Off White D,Lipstick,Sakura Katana,Human,Hopeful,7,,,,,
374,374,F,Brown Ponytail,Pink Oversized Kimono,Off White D,Smoking,Lightning Orb,Human,Concerned,10,,Cat Headphones,Newsboy Cap,Round Blue Sunglasses,
375,375,M,Teal Messy,Frog T-Shirt,Off White C,Chuckle,,Human,Careless,8,Corded Earbuds,,Frog Mask,,
376,376,F,Silver Ponytail,Blue Bikini,Off White B,Laughing,Monk Staff,Blue,Daydreaming,8,Red Tassel,,,,
377,377,F,Teal Bun,Cat T-Shirt,Off White B,420,Katana,Human,Concerned,9,,Koi Tattoo,,Red Fang Face Paint,
378,378,F,Green Flowy,Azuki Sweater,Off White A,Gaiter,Sakura Katana,Human,Closed,9,Yin Yang,,Ayaigasa,,
379,379,F,Blonde Bun,Lavender Kimono with Bow,Off White A,Scroll,Shinai,Human,Closed,10,Spiked Ring,,Yellow Kanzashi,Heart Eye Patch,
380,380,F,Magenta Pigtails,Tank Top with Jacket,Off White A,Wheat Straw,Zanbato,Red,Concerned,9,Sunflower,,,Red Stripes Face Paint,
381,381,F,Green Ponytail,Black Ninja Top,Off White C,Smirk,Boombox,Human,Calm,8,Ear Cuffs,,,,
382,382,F,Brown Ponytail,Turquoise Kimono with Bow,Off White B,Whistling,Talisman,Human,Daydreaming,9,,Chill Headphones,Purple Kanzashi,,
383,383,M,Blonde Swept Back,Red Perfecto Jacket,Red,Closed,Coin,Human,Focused,7,,,,,
384,384,M,Brown Samurai,Black Hoodie,Dark Purple,Smirk,,Human,Determined,6,,,,,
385,385,F,Maroon Ponytail,Red Floral Kimono,Off White C,Laughing,,Human,Calm,8,,,Backwards Cap,,Sakura
386,386,F,Green Flowy,Black Ninja Top,Off White C,Grass,Katana,Human,Ruby,8,,,,Blush,
387,387,M,Green Samurai,White Hoodie,Off White B,Pout,Bean Juice,Human,Closed,8,,,,Eye Patch,
388,388,M,Green Fluffy,Azuki Track Jacket,Off White C,Meh,Kanabo,Human,Meditating,7,,,,,
389,389,F,Teal Bangs,Red Floral Kimono,Off White D,Surprised,Leather Katana,Human,Closed,8,,,Yellow Kanzashi,,
390,390,M,Magenta Messy,Suikan,Off White B,Meh,Shuriken,Human,Determined,8,,,Horns,,
391,391,M,Buzzcut,Shinto Robe,Off White B,Pout,Zanbato,Human,Focused,8,,,Backwards Cap,,
392,392,F,Long Dreadlocks,Black Ninja Top,Cool Gray,Gaiter,Fan,Human,Lightning,8,,,IKZ Baseball Cap,,
393,393,F,Brown Bangs,Blue Bikini,Off White C,Frown,Fan,Human,Closed,8,,,,Kabuki Facepaint,
394,394,M,Brown Samurai,White Hoodie,Off White B,Pout,Sakura Katana,Human,Chill,8,,,,Bandaid,
395,395,F,Maroon Bun,Sloth T-Shirt,Off White B,Laughing,Katana,Human,Concerned,8,,,,Blue Sunglasses,
396,396,M,Teal Long,White Layered Yukata,Off White B,Meh,Bat,Human,Chill,9,,,Frog Mask,Lipstick Kiss,
397,397,F,Pink Hairband,Camo Tech Jacket,Off White A,Smirk,,Human,Calm,7,Corded Earbuds,,,,
398,398,F,Green Half Bun,Red Panda Kimono,Off White A,Closed,Kanabo,Human,Calm,8,,,Distressed Beanie,,
399,399,M,Brown Samurai,Kimono with Jacket,Off White A,Pout,Katana,Human,Tired,7,,,,,
400,400,F,Blonde Pixie,Pink Oversized Kimono,Off White D,Lipstick,,Human,Concerned,7,Yellow Fan,,,,
401,401,F,Brown Blonde Flowy,Black Ninja Top,Off White C,Bubble Gum,Lantern,Human,Closed,8,,,Purple Kanzashi,,
402,402,F,Blonde Flowy,Lavender Kimono with Bow,Off White D,Toothpick,,Human,Determined,7,,Beads,,,
403,403,F,Green Ombre Bangs,Dress Shirt,Off White A,Bubble Gum,,Blue,Ruby,7,,,,Black Glasses,
404,404,F,Teal Bob,Light Armor,Off White B,Laughing,Water Orb,Human,Striking,10,,Chill Headphones,Full Bandana,Eye Scar,
405,405,M,Indigo Swept Back,Blue Kimono,Off White A,Meh,Banner,Human,Chill,8,,,Black Bucket Hat,,
406,406,M,Silver Swept Back,Red Panda T-Shirt,Off White D,Smirk,Katana,Human,Curious,8,,Red Panda Headphones,,,
407,407,F,Magenta Flowy,Lavender Kimono with Bow,Red,Relaxed,Gloves,Human,Amethyst,9,Blue Cylinder,,Yellow Kanzashi,,
408,408,F,Black Pigtails,Frog Kigurumi,Off White C,Closed,,Human,Hopeful,6,,,,,
409,409,F,Blue Bob,Blue Floral Kimono,Off White A,Laughing,Hand Seal,Human,Daydreaming,7,,,,,
410,410,M,Blonde Messy,Black Kimono,Off White C,Not Bad,,Human,Pensive,7,,,Horns,,
411,411,M,Indigo Messy,Black Hoodie,Dark Purple,Wheat Straw,Sakura Katana,Human,Pierced Eyebrow,9,,,Sloth Baseball Cap,Round Blue Sunglasses,
412,412,M,Purple Spiky,Bumblebee Jacket,Off White D,Pout,Katana,Human,Bored,8,,Koi Tattoo,,,
413,413,F,Green Pigtails,Blue Bikini,Off White B,Chewing,Sakura Katana,Human,Hopeful,8,,Koi Tattoo,,,
414,414,F,Pink Pixie,Straw Poncho,Off White D,Lipstick,Golden Floorsweeper,Human,Joyful,8,,,Full Bandana,,
415,415,F,Maroon Bun,Alpine Jacket,Off White B,Smirk,Floorsweeper,Human,Closed,7,,,,,
416,416,F,Black Hairband,Blue Kimono with Bow,Red,Smoking,Katana,Human,Calm,9,,Sloth Headphones,,Reading Glasses,
417,417,M,Blue Short Spiky,Green Yukata,Off White A,Smoking,Kanabo,Human,Bored,8,,,Red Panda Headband,,
418,418,F,Silver Dreadlocks,Turquoise Kimono,Red,Chewing,Lightning Orb,Blue,Closed,8,,,,Seer Eyeband,
419,419,F,Maroon Bun,Azuki Track Jacket,Dark Purple,Frown,Umbrella,Red,Relaxed,7,,,,,
420,420,M,Powder Blue Disheveled,Maroon Yukata,Off White D,Closed,Fishing Rod,Human,Closed,9,,Red Panda Headphones,,Seer Eyeband,
421,421,M,Indigo Bangs,Red Floral Kimono,Off White D,Lipstick,,Human,Concerned,7,,,,,Fire
422,422,M,Green Spiky,Red Perfecto Jacket,Off White A,Smirk,Leather Katana,Human,Closed,9,Ear Cuffs,,,Eye Patch,
423,423,M,Brown Long,Black Tech Jacket,Off White B,Meh,Sakura Katana,Human,Curious,9,Square Stud,,,Reading Glasses,
424,424,F,Blonde Hairband,Azuki Tech Jacket,Off White A,Closed,Sakura Katana,Human,Striking,9,Corded Earbuds,,,Red Stripes Face Paint,
425,425,F,Magenta Flowy,Pink Oversized Kimono,Off White D,Relaxed,,Human,Hopeful,8,,,Straw Hat,Bandaid,
426,426,M,Blue Short Spiky,Black Blazer,Off White C,Closed,Katana,Human,Careless,9,,Chain,Beret,,
427,427,M,Brown Fluffy,Sloth T-Shirt,Off White D,Relaxed,Banner,Human,Glowing,8,Sword,,,,
428,428,F,Brown Ponytail,Sloth Hoodie,Off White D,Chewing,,Human,Striking,7,,,,Red Fang Face Paint,
429,429,F,Silver Pixie,Blue Kimono with Bow,Off White C,Tactical Knife,Red Bean,Human,Calm,9,,Beads,Broken Straw Hat,,
430,430,M,Silver Long,White T-Shirt,Off White C,Closed,Katana,Human,Determined,8,Wireless Earbuds,,,,
431,431,M,Green Half Bun,White Yukata,Red,Meh,,Human,Careless,7,,,Red Panda Baseball Cap,,
432,432,F,Silver Flowy,Blue Bomber,Off White C,Tactical Knife,Sakura Katana,Blue,Closed,9,,,Straw Hat,Clear Glasses,
433,433,M,Blonde Short Spiky,Sloth T-Shirt,Off White C,Pout,Sakura Katana,Human,Focused,10,Sword,,Sloth Beanie,Red Stripes Face Paint,
434,434,M,Indigo Fluffy,White T-Shirt,Off White D,Not Bad,Bean Juice,Human,Tired,9,,Zen Headphones,,Kabuki Facepaint,
435,435,M,Orange Samurai,Shinto Robe,Off White D,Not Bad,Leather Katana,Human,Pierced Eyebrow,9,,,Cat Ears,Bandaid,
436,436,M,Blue Samurai,Azuki Track Jacket,Dark Purple,Chuckle,,Human,Pensive,7,,,,,Butterfly
437,437,F,Teal Hairband,Blue Qipao,Off White C,Smoking,Katana,Human,Determined,9,,Koi Tattoo,,,Smoke
438,438,M,Indigo Long,Tank Top,Off White A,Toothpick,,Human,Chill,7,,,,Red Stripes Face Paint,
439,439,F,Teal Bangs,Black Tech Jacket,Off White A,Scroll,Sake,Human,Amethyst,8,,,Newsboy Cap,,
440,440,F,Blonde Pixie,Light Armor,Off White D,Face Mask,Lantern,Human,Ruby,11,Wireless Earbuds,,Sandogasa,Blush,Smoke
441,441,M,Buzzcut,White Blazer,Off White C,Relaxed,Banner,Human,Focused,8,,,Frog Headband,,
442,442,M,Maroon Short Spiky,Black Bomber,Off White C,Meh,Bean Juice,Human,Closed,7,,,,,
443,443,M,Maroon Disheveled,Black Yukata,Off White B,Smirk,Lantern,Human,Pierced Eyebrow,7,,,,,
444,444,M,Powder Blue Disheveled,Azuki Track Jacket,Off White C,Wheat Straw,Lantern,Human,Careless,9,Stud,,Chef Headband,,
445,445,M,Brown Messy,Azuki Track Jacket,Red,Grass,Sakura Katana,Human,Meditating,7,,,,,
446,446,M,Buzzcut,Cat Yukata,Dark Blue,Long Stubble,Blue Bean,Blue,Tired,9,Blue Bean,,,Round Blue Sunglasses,
447,447,M,Black Disheveled,Suikan,Off White D,Not Bad,Golden Ticket,Human,Closed,8,,,Straw Hat,,
448,448,F,Blonde Flowy,Red Qipao with Fur,Red,Grin,Boombox,Human,Closed,8,,,,Sleep Mask,
449,449,F,Green Ponytail,Blue Qipao,Off White D,Relaxed,,Human,Red,6,,,,,
450,450,M,Teal Long,Shinto Robe,Off White D,Relaxed,,Human,Indifferent,7,,Chill Headphones,,,
451,451,F,Green Half Bun,Turquoise Kimono,Off White B,Lipstick,Umbrella,Human,Calm,9,,,Cat Baseball Cap,Reading Glasses,
452,452,F,Maroon Bun,Hoodie,Dark Blue,Wheat Straw,Katana,Human,Calm,10,,Choker,,Lipstick Kiss,Fox Fire
453,453,F,Silver Bangs,Turquoise Kimono with Bow,Off White B,Laughing,Monkey King Staff,Human,Hopeful,10,,Chill Headphones,Purple Kanzashi,Blush,
454,454,M,Indigo Long,Shinto Robe,Off White D,Smoking,Banner,Human,Closed,10,Red Spiked Ring,,Newsboy Cap,Kabuki Facepaint,
455,455,F,Green Half Bun,Blue Floral Kimono,Off White B,Chewing,Lantern,Human,Relaxed,7,,,,,
456,456,M,Silver Disheveled,Black Yukata,Dark Purple,Chuckle,Kanabo,Human,Focused,8,,,IKZ Baseball Cap,,
457,457,M,Silver Short Spiky,Sloth Kigurumi,Red,Growl,Umbrella,Human,Chill,7,,,,,
458,458,M,Green Samurai,White T-Shirt,Off White C,Not Bad,Zanbato,Human,Meditating,9,,,Sloth Baseball Cap,Reading Glasses,
459,459,F,Indigo Ponytail,Hoshi Jacket,Off White A,Closed,Floorsweeper,Human,Hopeful,8,,,,Red Stripes Face Paint,
460,460,M,Black Disheveled,Sloth Kigurumi,Off White D,Not Bad,Earth,Human,Chill,7,,,,,
461,461,F,Maroon Half Bun,Hoodie,Off White D,Frown,Gloves,Human,Closed,8,,Choker,,,
462,462,M,Maroon Short Spiky,White Yukata,Off White C,Pout,,Human,Pierced Eyebrow,8,,Chill Headphones,Distressed Beanie,,
463,463,F,Blonde Bun,Sloth T-Shirt,Dark Purple,Laughing,,Human,Calm,7,,Tribal Tattoo,,,
464,464,F,Indigo Bangs,Black Tech Jacket,Dark Blue,Laughing,,Human,Calm,7,,,,,Lightning
465,465,F,Long Dreadlocks,Blue Kimono with Bow,Dark Purple,Chewing,,Human,Ruby,9,Yellow Fan,,Horns,Blush,
