,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Token_id,Trait_count,Ear,Neck,Headgear,Face,Special
250,Magenta Pigtails,Pink Oversized Kimono,Red,Smile,,Human,Ruby,250,8,,Chill Headphones,,,Sakura
251,Brown Half Bun,Black Qipao,Dark Purple,Smile,,Human,Hopeful,251,7,,,Distressed Beanie,,
252,Magenta Pigtails,Cat T-Shirt,Off White D,Toothpick,Bean Juice,Human,Ruby,252,8,,,,Blue Sunglasses,
253,Blonde Messy,Black Kimono,Off White C,Gaiter,Earth,Human,Focused,253,8,,,,Blue Sunglasses,
254,Blue Bob,Blue Floral Kimono,Off White A,Grin,Lantern,Human,Closed,254,8,,,Ayaigasa,,
255,Blue Nightshade Half Bun,Plated Samurai Armor,Off White B,Frown,,Human,Concerned,255,7,,Beads,,,
256,Green Ponytail,Vest,Off White D,Smile,Talisman,Human,Hopeful,256,9,,,Cowboy Hat,Red Fang Face Paint,
257,Pink Pixie,Camo Hoodie,Off White B,Frown,Kanabo,Human,Joyful,257,7,,,,,
258,Teal Messy,White Blazer,Off White C,Smoking,Banner,Human,Closed,258,8,,,,Eye Patch,
259,Silver Swept Back,Vest,Off White C,Stubble,Banner,Blue,Suspicious,259,7,,,,,
260,Blue Hairband,Hoshi Jacket,Off White D,Closed,Boombox,Human,Hopeful,260,8,,,Cowboy Hat,,
261,Teal Messy,Blue Kimono,Off White A,Pout,,Human,Red,261,7,,,Backwards Cap,,
262,Indigo Swept Back,Suit with Turtleneck,Off White D,Growl,Guitar,Human,Careless,262,9,Ethereum,,Backwards Cap,,
263,Silver Hairband,Red Ninja Top,Off White D,Smile,Leather Katana,Blue,Striking,263,7,,,,,
264,Green Ombre Flowy,Blue Bikini,Off White C,Smirk,,Human,Concerned,264,8,Ethereum,,Frog Mask,,
265,Buzzcut,Sloth Kigurumi,Dark Blue,Smoking,,Human,Closed,265,7,,,,Eye Patch,
266,Silver Dreadlocks,White Layered Yukata,Red,Face Mask,Floorsweeper,Human,Closed,266,9,,Zen Headphones,,Seer Eyeband,
267,Silver Bangs,Golden Frog Kigurumi,Dark Purple,Closed,Leather Katana,Red,Calm,267,8,,,,Round Blue Sunglasses,
268,Brown Samurai,Green Yukata,Off White D,Closed,Leather Katana,Human,Suspicious,268,7,,,,,
269,Purple Dreadlocks,White Hoodie,Off White C,Chuckle,Zanbato,Human,Determined,269,7,,,,,
270,Brown Bangs,Blue Qipao,Red,Scroll,Sakura Katana,Human,Ruby,270,7,,,,,
271,Teal Bun,Fur Hoodie,Off White C,Smile,Guitar,Human,Daydreaming,271,8,Ear Cuffs,,,,
272,Pink Pixie,Light Kimono,Cool Gray,Closed,Zanbato,Human,Striking,272,9,Sloth,,,,Fireflies
273,Maroon Half Bun,Maroon Yukata,Off White A,Smirk,Banner,Human,Bored,273,7,,,,,
274,Dreadlocks,Fur Hoodie,Off White A,Lipstick,Bat,Human,Determined,274,8,,,,Round Purple Sunglasses,
275,Indigo Long,Black Blazer,Dark Purple,Closed,,Human,Focused,275,8,,Chain,Pointy Straw Hat,,
276,Blonde Long,Brown Yukata,Off White D,Bubble Gum,Bat,Human,Tired,276,7,,,,,
277,Indigo Fluffy,Green Yukata,Off White D,Stubble,Lantern,Human,Determined,277,7,,,,,
278,Teal Long,Kung Fu Shirt,Red,Pout,Coin,Human,Suspicious,278,9,Red Panda,,Red Panda Mask,,
279,Magenta Pigtails,Cat T-Shirt,Off White C,Surprised,Skateboard,Human,Determined,279,9,,,Pointy Straw Hat,Red Bandana,
280,Maroon Short Spiky,Blue Kimono,Red,Scroll,Shinai,Red,Closed,280,11,Red Spiked Ring,Beads,Ayaigasa,Red Stripes Face Paint,
281,Purple Pigtails,Cat Kimono,Off White B,Lipstick,,Human,Determined,281,8,,Koi Tattoo,Cat Headband,,
282,Maroon Bob,Blue Bikini,Off White C,Laughing,,Human,Closed,282,6,,,,,
283,Brown Half Bun,Blue Bomber,Off White C,Smirk,Kanabo,Human,Daydreaming,283,8,,,,Black Glasses,
284,Powder Blue Swept Back,Blue Kimono,Dark Blue,420,Fishing Rod,Human,Bored,284,7,,,,,
285,Green Spiky,Red Panda Kigurumi,Dark Blue,Toothpick,,Human,Curious,285,7,,,,Reading Glasses,
286,Pink Hairband,Red Floral Kimono,Dark Purple,Laughing,Gloves,Human,Amethyst,286,9,,,,Blue Sunglasses,Butterfly
287,Maroon Bun,Rain Jacket,Off White A,Grin,Leather Katana,Human,Striking,287,7,,,,,
288,Orange Samurai,White Blazer,Off White A,Grass,,Human,Focused,288,6,,,,,
289,Green Teal Long,Hoodie with Bag,Off White D,Meh,Bat,Human,Determined,289,8,,,IKZ Baseball Cap,,
290,Blonde Bun,Black Qipao,Off White B,Lipstick,,Human,Concerned,290,6,,,,,
291,Purple Spiky,Dress Shirt,Off White A,Not Bad,,Human,Meditating,291,6,,,,,
292,Teal Hairband,Sloth Hoodie,Off White C,Smirk,Leather Katana,Human,Relaxed,292,8,,,Distressed Beanie,,
293,Magenta Flowy,Black Qipao,Dark Purple,Smile,,Human,Relaxed,293,6,,,,,
294,Blue Bob,Alpine Jacket,Red,Laughing,Earth,Human,Closed,294,8,,,,Kabuki Facepaint,
295,Pink Pixie,Red Panda Hoodie,Off White D,Relaxed,Coin,Human,Hopeful,295,9,Pearl,,Yellow Kanzashi,,
296,Silver Bun,Camo Tech Jacket,Red,Frown,Fireball,Human,Determined,296,9,,,,Red Stripes Face Paint,Fire
297,Green Ombre Bangs,Bumblebee Jacket,Off White B,Chewing,Hand Wrap,Blue,Concerned,297,8,,,Horns,,
298,Orange Pixie,Yellow Bikini,Off White D,Tongue Out,,Human,White,298,8,Sakura,,,,Smoke
299,Blue Short Spiky,Tank Top,Off White D,Face Mask,Golden Katana,Human,Glowing,299,8,,,Cat Headband,,
300,Indigo Bangs,Blue Qipao,Off White B,Tongue Out,Hand Wrap,Human,Hopeful,300,8,,,,Lipstick Kiss,
301,Brown Spiky,Cloud Poncho,Off White D,Meh,Banner,Human,Chill,301,7,,,,,
302,Blue Hairband,Dress Shirt,Off White A,Tactical Knife,Katana,Human,Calm,302,7,,,,,
303,Blonde Hairband,Frog Hoodie,Off White D,Closed,Coin,Human,Calm,303,7,,,,,
304,Maroon Fluffy,Matsuri Happi,Red,Gaiter,Umbrella,Red,Red,304,9,Red Spiked Ring,,,Red Fang Face Paint,
305,Blue Bob,Tank Top with Jacket,Off White D,Scroll,Floorsweeper,Human,Joyful,305,8,,Golden Headphones,,,
306,Teal Bun,Hoshi Jacket,Off White A,Smirk,Banner,Human,Calm,306,8,,,Yellow Kanzashi,,
307,Silver Long,Green Yukata,Red,Closed,Shuriken,Human,Chill,307,8,,Chill Headphones,,,
308,Spirit Goddess,Turquoise Kimono,Off White D,Grin,Banner,Spirit,Striking,308,8,Wu,,,,
309,Silver Hairband,Tank Top,Off White D,Smirk,Lantern,Human,Closed,309,8,,,,Heart Eye Patch,
310,Green Teal Long,Kimono with Straw Hat,Off White B,Closed,Leather Katana,Human,Pierced Eyebrow,310,8,,,Azuki Cap,,
311,Purple Half Bun,Blue Qipao,Red,Smile,Shinai,Human,Relaxed,311,7,,,,,
312,Brown Spiky,Suikan,Off White D,Bubble Gum,Fishing Rod,Human,Careless,312,7,,,,,
313,Maroon Ponytail,Light Armor,Off White A,Closed,,Red,Closed,313,7,,,,Bandaid,
314,Brown Samurai,Red Kimono,Off White A,Closed,,Human,Closed,314,8,,Chain,,Eye Patch,
315,Violet Flowy,Turquoise Kimono,Off White A,Grass,Shuriken,Human,Concerned,315,7,,,,,
316,Powder Blue Pigtails,Red Panda Kimono,Off White A,420,Banner,Human,Daydreaming,316,8,,,Horns,,
317,Blonde Messy,Brown Yukata,Off White D,Growl,,Human,Focused,317,8,,Chill Headphones,,Red Stripes Face Paint,
318,Black Bangs,Light Kimono,Off White C,Relaxed,Hook Sword,Human,Closed,318,9,,,Cat Headband,Red Fang Face Paint,
319,Teal Hairband,Blue Floral Kimono,Off White A,Wheat Straw,,Human,Determined,319,6,,,,,
320,Purple Bun,Black Bomber,Off White B,Chewing,,Human,Closed,320,8,Wireless Earbuds,,,Seer Eyeband,
321,Silver Long,Light Kimono,Off White A,Grass,Bat,Red,Indifferent,321,7,,,,,
322,Powder Blue Swept Back,Cat Yukata,Off White B,Growl,Hook Sword,Human,Suspicious,322,9,,Zen Headphones,Cat Baseball Cap,,
323,Blue Spiky,Black Blazer,Off White B,Stubble,,Human,Careless,323,8,,Chain,,Reading Glasses,
324,Silver Spiky,Hawaiian Shirt,Off White D,Not Bad,Coin,Human,Curious,324,9,Ear Cuffs,,Cat Baseball Cap,,
325,Maroon Short Spiky,Shinto Robe,Red,Toothpick,Fireball,Human,Closed,325,8,,,,Ji Eyeband,
326,Buzzcut,Alpine Jacket,Off White C,Pout,,Human,Pierced Eyebrow,326,7,,,Red Panda Baseball Cap,,
327,Blonde Swept Back,Hoshi Jacket,Off White D,Chuckle,,Human,Pensive,327,6,,,,,
328,Black Pigtails,Beige Poncho,Off White B,Smile,,Human,Striking,328,7,,,Cat Headband,,
329,Silver Swept Back,Black Kimono,Red,420,Fan,Blue,Suspicious,329,10,,Golden Headphones,Sandogasa,Blue Sunglasses,
330,Black Disheveled,Kung Fu Shirt,Off White D,Closed,Fan,Human,Chill,330,7,,,,,
331,Maroon Disheveled,Light Kimono,Off White D,Chuckle,Coin,Human,Suspicious,331,8,,,IKZ Baseball Cap,,
332,Violet Flowy,Red Floral Kimono,Off White D,Smile,Blue Bean,Human,Closed,332,9,,,Backwards Cap,Sleep Mask,
333,Indigo Swept Back,Green Yukata,Off White D,Pout,Hook Sword,Human,Indifferent,333,10,Ear Cuffs,Chill Headphones,,Round Blue Sunglasses,
334,Orange Short Spiky,Kimono with Straw Hat,Off White B,Growl,,Human,Careless,334,8,Yin Yang,,Backwards Cap,,
335,Maroon Half Bun,Shinto Robe,Off White A,Relaxed,Lantern,Human,Closed,335,8,,,,Sleep Mask,
336,Maroon Bob,Camo Tech Jacket,Dark Blue,Grass,,Human,Amethyst,336,6,,,,,
337,Teal Hairband,Dress Shirt,Off White A,Smoking,,Human,Relaxed,337,6,,,,,
338,Brown Disheveled,Azuki Track Jacket,Red,Long Stubble,,Human,Chill,338,7,,,Horns,,
339,Green Samurai,Maroon Yukata,Red,Growl,Lantern,Human,Closed,339,8,,,,Eye Patch,
340,Green Half Bun,Black T-Shirt,Off White A,Smoking,Hand Seal,Human,Suspicious,340,7,,,,,
341,Blue Bob,Turquoise Kimono,Off White D,Grass,,Human,Concerned,341,7,,,,Eye Scar,
342,Blue Short Spiky,White T-Shirt,Cool Gray,Long Stubble,Fan,Human,Curious,342,9,,Chill Headphones,Newsboy Cap,,
343,Indigo Messy,Kimono with Jacket,Off White D,Relaxed,,Human,White,343,8,,,,Red Stripes Face Paint,Smoke
344,Spirit Fluffy,Kimono with Jacket,Dark Blue,Meh,,Spirit,White,344,7,Small Hoop,,,,
345,Buzzcut,Light Kimono,Off White A,Chuckle,Hook Sword,Red,Meditating,345,9,Sword,,,Round Blue Sunglasses,
346,Purple Pigtails,Blue Kimono with Bow,Off White B,Laughing,,Human,White,346,8,Yellow Fan,Towel,,,
347,Brown Flowy,Sloth Hoodie,Red,Chewing,Sakura Katana,Human,Determined,347,7,,,,,
348,Brown Ponytail,Blue Bomber,Off White C,Lipstick,Bat,Human,Closed,348,8,,,,Seer Eyeband,
349,Purple Spiky,Matsuri Happi,Off White C,Stubble,,Human,Determined,349,7,Wireless Earbuds,,,,
350,Black Pink Long,Dress Shirt,Off White A,Relaxed,Monk Staff,Human,Chill,350,9,,,Distressed Beanie,Red Stripes Face Paint,
351,Pink Flowy,Black Oversized Kimono,Off White D,Laughing,Bean Juice,Human,Amethyst,351,8,,Chill Headphones,,,
352,Teal Bangs,Light Armor,Off White B,Relaxed,Bokken,Human,Closed,352,9,,,Azuki Cap,Sleep Mask,
353,Blonde Long,Red Panda Yukata,Off White D,Sleep Bubble,Bat,Human,Closed,353,9,,Zen Headphones,Red Panda Headband,,
354,Black Pigtails,Azuki Sweater,Off White D,Grin,Sakura Katana,Human,Hopeful,354,7,,,,,
355,Indigo Pixie,Tank Top,Off White C,Whistling,Floorsweeper,Human,Joyful,355,8,Pearl,,,,
356,Blonde Bun,Frog T-Shirt,Off White C,Lipstick,Monk Staff,Human,Ruby,356,10,Dragon,Tribal Tattoo,Distressed Beanie,,
357,Dreadlocks,Black Ninja Top,Off White D,Smile,Bean Juice,Human,Calm,357,9,,,Horns,,Fire
358,Silver Half Bun,Azuki Track Jacket,Cool Gray,Meh,Fishing Rod,Blue,Chill,358,9,,,,Red Fang Face Paint,Fireflies
359,Orange Pixie,Black Qipao,Off White A,Wheat Straw,Leather Katana,Human,Daydreaming,359,7,,,,,
360,Brown Flowy,Red Hoodie,Dark Blue,Chewing,,Human,Glowing,360,6,,,,,
361,Magenta Long,Blue Bomber,Off White C,Meh,Bokken,Human,Meditating,361,7,,,,,
362,Black Bangs,Camo Hoodie,Off White B,Tongue Out,Leather Katana,Human,Amethyst,362,7,,,,,
363,Blonde Pixie,Red Ninja Top,Cool Gray,Sleep Bubble,,Human,Closed,363,8,,,Sloth Baseball Cap,Sleep Mask,
364,Orange Swept Back,Red Perfecto Jacket,Dark Purple,Chuckle,Fan,Human,Curious,364,8,Red Spiked Ring,,,,
365,Long Dreadlocks,Matsuri Happi,Off White D,Smirk,,Human,Meditating,365,7,,,Sloth Headband,,
366,Brown Long,Blue Kimono,Off White A,Face Mask,Sakura Katana,Human,Closed,366,8,,,Frog Beanie,,
367,Green Ombre Bangs,Blue Bikini,Dark Purple,Smile,Fishing Rod,Red,Relaxed,367,9,,,Purple Kanzashi,,Butterfly
368,Blue Bun,Dress Shirt,Off White D,Relaxed,Fishing Rod,Human,Joyful,368,9,Blue Cylinder,,Full Bandana,,
369,Pink Pixie,Turquoise Kimono,Red,Chewing,Coin,Human,Concerned,369,8,Pearl,,,,
370,Maroon Bob,Dress Shirt,Off White C,Sleep Bubble,Bat,Human,Closed,370,7,,,,,
371,Long Dreadlocks,White Yukata,Off White C,Meh,Hand Wrap,Human,Closed,371,8,,,,Eye Patch,
372,Indigo Pixie,Cat T-Shirt,Off White D,Grin,Gloves,Human,Hopeful,372,7,,,,,
373,Indigo Ponytail,Vest,Off White D,Lipstick,Sakura Katana,Human,Hopeful,373,7,,,,,
374,Brown Ponytail,Pink Oversized Kimono,Off White D,Smoking,Lightning Orb,Human,Concerned,374,10,,Cat Headphones,Newsboy Cap,Round Blue Sunglasses,
375,Teal Messy,Frog T-Shirt,Off White C,Chuckle,,Human,Careless,375,8,Corded Earbuds,,Frog Mask,,
376,Silver Ponytail,Blue Bikini,Off White B,Laughing,Monk Staff,Blue,Daydreaming,376,8,Red Tassel,,,,
377,Teal Bun,Cat T-Shirt,Off White B,420,Katana,Human,Concerned,377,9,,Koi Tattoo,,Red Fang Face Paint,
378,Green Flowy,Azuki Sweater,Off White A,Gaiter,Sakura Katana,Human,Closed,378,9,Yin Yang,,Ayaigasa,,
379,Blonde Bun,Lavender Kimono with Bow,Off White A,Scroll,Shinai,Human,Closed,379,10,Spiked Ring,,Yellow Kanzashi,Heart Eye Patch,
380,Magenta Pigtails,Tank Top with Jacket,Off White A,Wheat Straw,Zanbato,Red,Concerned,380,9,Sunflower,,,Red Stripes Face Paint,
381,Green Ponytail,Black Ninja Top,Off White C,Smirk,Boombox,Human,Calm,381,8,Ear Cuffs,,,,
382,Brown Ponytail,Turquoise Kimono with Bow,Off White B,Whistling,Talisman,Human,Daydreaming,382,9,,Chill Headphones,Purple Kanzashi,,
383,Blonde Swept Back,Red Perfecto Jacket,Red,Closed,Coin,Human,Focused,383,7,,,,,
384,Brown Samurai,Black Hoodie,Dark Purple,Smirk,,Human,Determined,384,6,,,,,
385,Maroon Ponytail,Red Floral Kimono,Off White C,Laughing,,Human,Calm,385,8,,,Backwards Cap,,Sakura
386,Green Flowy,Black Ninja Top,Off White C,Grass,Katana,Human,Ruby,386,8,,,,Blush,
387,Green Samurai,White Hoodie,Off White B,Pout,Bean Juice,Human,Closed,387,8,,,,Eye Patch,
388,Green Fluffy,Azuki Track Jacket,Off White C,Meh,Kanabo,Human,Meditating,388,7,,,,,
389,Teal Bangs,Red Floral Kimono,Off White D,Surprised,Leather Katana,Human,Closed,389,8,,,Yellow Kanzashi,,
390,Magenta Messy,Suikan,Off White B,Meh,Shuriken,Human,Determined,390,8,,,Horns,,
391,Buzzcut,Shinto Robe,Off White B,Pout,Zanbato,Human,Focused,391,8,,,Backwards Cap,,
392,Long Dreadlocks,Black Ninja Top,Cool Gray,Gaiter,Fan,Human,Lightning,392,8,,,IKZ Baseball Cap,,
393,Brown Bangs,Blue Bikini,Off White C,Frown,Fan,Human,Closed,393,8,,,,Kabuki Facepaint,
394,Brown Samurai,White Hoodie,Off White B,Pout,Sakura Katana,Human,Chill,394,8,,,,Bandaid,
395,Maroon Bun,Sloth T-Shirt,Off White B,Laughing,Katana,Human,Concerned,395,8,,,,Blue Sunglasses,
396,Teal Long,White Layered Yukata,Off White B,Meh,Bat,Human,Chill,396,9,,,Frog Mask,Lipstick Kiss,
397,Pink Hairband,Camo Tech Jacket,Off White A,Smirk,,Human,Calm,397,7,Corded Earbuds,,,,
398,Green Half Bun,Red Panda Kimono,Off White A,Closed,Kanabo,Human,Calm,398,8,,,Distressed Beanie,,
399,Brown Samurai,Kimono with Jacket,Off White A,Pout,Katana,Human,Tired,399,7,,,,,
400,Blonde Pixie,Pink Oversized Kimono,Off White D,Lipstick,,Human,Concerned,400,7,Yellow Fan,,,,
401,Brown Blonde Flowy,Black Ninja Top,Off White C,Bubble Gum,Lantern,Human,Closed,401,8,,,Purple Kanzashi,,
402,Blonde Flowy,Lavender Kimono with Bow,Off White D,Toothpick,,Human,Determined,402,7,,Beads,,,
403,Green Ombre Bangs,Dress Shirt,Off White A,Bubble Gum,,Blue,Ruby,403,7,,,,Black Glasses,
404,Teal Bob,Light Armor,Off White B,Laughing,Water Orb,Human,Striking,404,10,,Chill Headphones,Full Bandana,Eye Scar,
405,Indigo Swept Back,Blue Kimono,Off White A,Meh,Banner,Human,Chill,405,8,,,Black Bucket Hat,,
406,Silver Swept Back,Red Panda T-Shirt,Off White D,Smirk,Katana,Human,Curious,406,8,,Red Panda Headphones,,,
407,Magenta Flowy,Lavender Kimono with Bow,Red,Relaxed,Gloves,Human,Amethyst,407,9,Blue Cylinder,,Yellow Kanzashi,,
408,Black Pigtails,Frog Kigurumi,Off White C,Closed,,Human,Hopeful,408,6,,,,,
409,Blue Bob,Blue Floral Kimono,Off White A,Laughing,Hand Seal,Human,Daydreaming,409,7,,,,,
410,Blonde Messy,Black Kimono,Off White C,Not Bad,,Human,Pensive,410,7,,,Horns,,
411,Indigo Messy,Black Hoodie,Dark Purple,Wheat Straw,Sakura Katana,Human,Pierced Eyebrow,411,9,,,Sloth Baseball Cap,Round Blue Sunglasses,
412,Purple Spiky,Bumblebee Jacket,Off White D,Pout,Katana,Human,Bored,412,8,,Koi Tattoo,,,
413,Green Pigtails,Blue Bikini,Off White B,Chewing,Sakura Katana,Human,Hopeful,413,8,,Koi Tattoo,,,
414,Pink Pixie,Straw Poncho,Off White D,Lipstick,Golden Floorsweeper,Human,Joyful,414,8,,,Full Bandana,,
415,Maroon Bun,Alpine Jacket,Off White B,Smirk,Floorsweeper,Human,Closed,415,7,,,,,
416,Black Hairband,Blue Kimono with Bow,Red,Smoking,Katana,Human,Calm,416,9,,Sloth Headphones,,Reading Glasses,
417,Blue Short Spiky,Green Yukata,Off White A,Smoking,Kanabo,Human,Bored,417,8,,,Red Panda Headband,,
418,Silver Dreadlocks,Turquoise Kimono,Red,Chewing,Lightning Orb,Blue,Closed,418,8,,,,Seer Eyeband,
419,Maroon Bun,Azuki Track Jacket,Dark Purple,Frown,Umbrella,Red,Relaxed,419,7,,,,,
420,Powder Blue Disheveled,Maroon Yukata,Off White D,Closed,Fishing Rod,Human,Closed,420,9,,Red Panda Headphones,,Seer Eyeband,
421,Indigo Bangs,Red Floral Kimono,Off White D,Lipstick,,Human,Concerned,421,7,,,,,Fire
422,Green Spiky,Red Perfecto Jacket,Off White A,Smirk,Leather Katana,Human,Closed,422,9,Ear Cuffs,,,Eye Patch,
423,Brown Long,Black Tech Jacket,Off White B,Meh,Sakura Katana,Human,Curious,423,9,Square Stud,,,Reading Glasses,
424,Blonde Hairband,Azuki Tech Jacket,Off White A,Closed,Sakura Katana,Human,Striking,424,9,Corded Earbuds,,,Red Stripes Face Paint,
425,Magenta Flowy,Pink Oversized Kimono,Off White D,Relaxed,,Human,Hopeful,425,8,,,Straw Hat,Bandaid,
426,Blue Short Spiky,Black Blazer,Off White C,Closed,Katana,Human,Careless,426,9,,Chain,Beret,,
427,Brown Fluffy,Sloth T-Shirt,Off White D,Relaxed,Banner,Human,Glowing,427,8,Sword,,,,
428,Brown Ponytail,Sloth Hoodie,Off White D,Chewing,,Human,Striking,428,7,,,,Red Fang Face Paint,
429,Silver Pixie,Blue Kimono with Bow,Off White C,Tactical Knife,Red Bean,Human,Calm,429,9,,Beads,Broken Straw Hat,,
430,Silver Long,White T-Shirt,Off White C,Closed,Katana,Human,Determined,430,8,Wireless Earbuds,,,,
431,Green Half Bun,White Yukata,Red,Meh,,Human,Careless,431,7,,,Red Panda Baseball Cap,,
432,Silver Flowy,Blue Bomber,Off White C,Tactical Knife,Sakura Katana,Blue,Closed,432,9,,,Straw Hat,Clear Glasses,
433,Blonde Short Spiky,Sloth T-Shirt,Off White C,Pout,Sakura Katana,Human,Focused,433,10,Sword,,Sloth Beanie,Red Stripes Face Paint,
434,Indigo Fluffy,White T-Shirt,Off White D,Not Bad,Bean Juice,Human,Tired,434,9,,Zen Headphones,,Kabuki Facepaint,
435,Orange Samurai,Shinto Robe,Off White D,Not Bad,Leather Katana,Human,Pierced Eyebrow,435,9,,,Cat Ears,Bandaid,
436,Blue Samurai,Azuki Track Jacket,Dark Purple,Chuckle,,Human,Pensive,436,7,,,,,Butterfly
437,Teal Hairband,Blue Qipao,Off White C,Smoking,Katana,Human,Determined,437,9,,Koi Tattoo,,,Smoke
438,Indigo Long,Tank Top,Off White A,Toothpick,,Human,Chill,438,7,,,,Red Stripes Face Paint,
439,Teal Bangs,Black Tech Jacket,Off White A,Scroll,Sake,Human,Amethyst,439,8,,,Newsboy Cap,,
440,Blonde Pixie,Light Armor,Off White D,Face Mask,Lantern,Human,Ruby,440,11,Wireless Earbuds,,Sandogasa,Blush,Smoke
441,Buzzcut,White Blazer,Off White C,Relaxed,Banner,Human,Focused,441,8,,,Frog Headband,,
442,Maroon Short Spiky,Black Bomber,Off White C,Meh,Bean Juice,Human,Closed,442,7,,,,,
443,Maroon Disheveled,Black Yukata,Off White B,Smirk,Lantern,Human,Pierced Eyebrow,443,7,,,,,
444,Powder Blue Disheveled,Azuki Track Jacket,Off White C,Wheat Straw,Lantern,Human,Careless,444,9,Stud,,Chef Headband,,
445,Brown Messy,Azuki Track Jacket,Red,Grass,Sakura Katana,Human,Meditating,445,7,,,,,
446,Buzzcut,Cat Yukata,Dark Blue,Long Stubble,Blue Bean,Blue,Tired,446,9,Blue Bean,,,Round Blue Sunglasses,
447,Black Disheveled,Suikan,Off White D,Not Bad,Golden Ticket,Human,Closed,447,8,,,Straw Hat,,
448,Blonde Flowy,Red Qipao with Fur,Red,Grin,Boombox,Human,Closed,448,8,,,,Sleep Mask,
449,Green Ponytail,Blue Qipao,Off White D,Relaxed,,Human,Red,449,6,,,,,
450,Teal Long,Shinto Robe,Off White D,Relaxed,,Human,Indifferent,450,7,,Chill Headphones,,,
451,Green Half Bun,Turquoise Kimono,Off White B,Lipstick,Umbrella,Human,Calm,451,9,,,Cat Baseball Cap,Reading Glasses,
452,Maroon Bun,Hoodie,Dark Blue,Wheat Straw,Katana,Human,Calm,452,10,,Choker,,Lipstick Kiss,Fox Fire
453,Silver Bangs,Turquoise Kimono with Bow,Off White B,Laughing,Monkey King Staff,Human,Hopeful,453,10,,Chill Headphones,Purple Kanzashi,Blush,
454,Indigo Long,Shinto Robe,Off White D,Smoking,Banner,Human,Closed,454,10,Red Spiked Ring,,Newsboy Cap,Kabuki Facepaint,
455,Green Half Bun,Blue Floral Kimono,Off White B,Chewing,Lantern,Human,Relaxed,455,7,,,,,
456,Silver Disheveled,Black Yukata,Dark Purple,Chuckle,Kanabo,Human,Focused,456,8,,,IKZ Baseball Cap,,
457,Silver Short Spiky,Sloth Kigurumi,Red,Growl,Umbrella,Human,Chill,457,7,,,,,
458,Green Samurai,White T-Shirt,Off White C,Not Bad,Zanbato,Human,Meditating,458,9,,,Sloth Baseball Cap,Reading Glasses,
459,Indigo Ponytail,Hoshi Jacket,Off White A,Closed,Floorsweeper,Human,Hopeful,459,8,,,,Red Stripes Face Paint,
460,Black Disheveled,Sloth Kigurumi,Off White D,Not Bad,Earth,Human,Chill,460,7,,,,,
461,Maroon Half Bun,Hoodie,Off White D,Frown,Gloves,Human,Closed,461,8,,Choker,,,
462,Maroon Short Spiky,White Yukata,Off White C,Pout,,Human,Pierced Eyebrow,462,8,,Chill Headphones,Distressed Beanie,,
463,Blonde Bun,Sloth T-Shirt,Dark Purple,Laughing,,Human,Calm,463,7,,Tribal Tattoo,,,
464,Indigo Bangs,Black Tech Jacket,Dark Blue,Laughing,,Human,Calm,464,7,,,,,Lightning
465,Long Dreadlocks,Blue Kimono with Bow,Dark Purple,Chewing,,Human,Ruby,465,9,Yellow Fan,,Horns,Blush,
466,Green Ombre Bangs,Turquoise Kimono,Off White D,Smile,,Human,Ruby,466,8,,Chill Headphones,,Bandaid,
467,Blue Hairband,Blue Kimono with Bow,Off White A,Tongue Out,Guitar,Human,Daydreaming,467,8,,,Red Panda Baseball Cap,,
468,Teal Bun,Cat Kimono,Cool Gray,Laughing,,Human,Closed,468,7,,,,Ji Eyeband,
469,Powder Blue Pigtails,Hawaiian Shirt,Off White C,Frown,Blue Bean,Human,Closed,469,10,,Koi Tattoo,Yellow Kanzashi,Ji Eyeband,
470,Blonde Messy,Cat Kigurumi,Dark Purple,Whistling,Zanbato,Human,Careless,470,7,,,,,
471,Blonde Flowy,Red Floral Kimono,Off White A,Closed,Bat,Human,Amethyst,471,8,,Zen Headphones,,,
472,Blonde Flowy,Tank Top with Jacket,Off White C,Toothpick,Golden Bat,Human,Relaxed,472,10,,Beads,Backwards Cap,,Sakura
473,Blonde Swept Back,Archer,Off White A,Relaxed,,Human,Curious,473,8,,,Cat Baseball Cap,Red Fang Face Paint,
474,Green Flowy,Rain Jacket,Off White D,Frown,,Human,Striking,474,7,,Koi Tattoo,,,
475,Silver Disheveled,Blue Kimono,Off White C,Chuckle,Fan,Blue,Meditating,475,7,,,,,
